#chr,cM,misassembled,old.scaffold.name,new.scaffold.name,start,end,length,cum.bp.chr,cum.bp.genome
chr2,52.532,no,supercont1.338,supercont1.338,0,1244558,1244558,210693319,387565839
chr2,52.532,no,supercont1.34,supercont1.34,0,3684238,3684238,214377557,391250077
chr2,52.532,no,supercont1.340,supercont1.340,0,1254338,1254338,215631895,392504415
chr2,52.532,no,supercont1.352,supercont1.352,0,1201835,1201835,216833730,393706250
chr2,52.532,no,supercont1.366,supercont1.366,0,1160760,1160760,217994490,394867010
chr2,52.532,no,supercont1.38,supercont1.38,0,3498553,3498553,221493043,398365563
chr2,52.532,yes,supercont1.380,supercont1.380b,811777,1220987,409210,221902253,398774773
chr2,52.532,no,supercont1.385,supercont1.385,0,1140532,1140532,223042785,399915305
chr2,52.532,no,supercont1.395,supercont1.395,0,1152404,1152404,224195189,401067709
chr2,52.532,no,supercont1.44,supercont1.44,0,3232429,3232429,227427618,404300138
chr2,52.532,no,supercont1.452,supercont1.452,0,980233,980233,228407851,405280371
chr2,52.532,no,supercont1.456,supercont1.456,0,945809,945809,229353660,406226180
chr2,52.532,yes,supercont1.492,supercont1.492a,0,93968,93968,229447628,406320148
chr2,52.532,no,supercont1.537,supercont1.537,0,865038,865038,230312666,407185186
chr2,52.532,no,supercont1.539,supercont1.539,0,799121,799121,231111787,407984307
chr2,52.532,no,supercont1.541,supercont1.541,0,819817,819817,231931604,408804124
chr2,52.532,no,supercont1.547,supercont1.547,0,796800,796800,232728404,409600924
chr2,52.532,no,supercont1.562,supercont1.562,0,746419,746419,233474823,410347343
chr2,52.532,yes,supercont1.567,supercont1.567a,0,80800,80800,233555623,410428143
chr2,52.532,no,supercont1.573,supercont1.573,0,735818,735818,234291441,411163961
chr2,52.532,no,supercont1.600,supercont1.600,0,757201,757201,235048642,411921162
chr2,52.532,no,supercont1.62,supercont1.62,0,3065330,3065330,238113972,414986492
chr2,52.532,no,supercont1.637,supercont1.637,0,654705,654705,238768677,415641197
chr2,52.532,no,supercont1.640,supercont1.640,0,644299,644299,239412976,416285496
chr2,52.532,no,supercont1.660,supercont1.660,0,651216,651216,240064192,416936712
chr2,52.532,no,supercont1.701,supercont1.701,0,646738,646738,240710930,417583450
chr2,52.532,no,supercont1.719,supercont1.719,0,645030,645030,241355960,418228480
chr2,52.532,no,supercont1.757,supercont1.757,0,517511,517511,241873471,418745991
chr2,52.532,no,supercont1.76,supercont1.76,0,2906033,2906033,244779504,421652024
chr2,52.532,yes,supercont1.77,supercont1.77a,0,1172189,1172189,245951693,422824213
chr2,52.532,no,supercont1.827,supercont1.827,0,455992,455992,246407685,423280205
chr2,52.532,yes,supercont1.88,supercont1.88a,0,695490,695490,247103175,423975695
chr2,52.532,no,supercont1.89,supercont1.89,0,2856899,2856899,249960074,426832594
chr2,52.532,no,supercont1.992,supercont1.992,0,309324,309324,250269398,427141918
chr2,53.9765,no,supercont1.55,supercont1.55,0,3141549,3141549,253410947,430283467
chr2,55.421,no,supercont1.1001,supercont1.1001,0,297461,297461,253708408,430580928
chr2,55.421,no,supercont1.1023,supercont1.1023,0,280649,280649,253989057,430861577
chr2,55.421,no,supercont1.1143,supercont1.1143,0,209802,209802,254198859,431071379
chr2,55.421,no,supercont1.170,supercont1.170,0,2080708,2080708,256279567,433152087
chr2,55.421,no,supercont1.216,supercont1.216,0,1816664,1816664,258096231,434968751
chr2,55.421,no,supercont1.226,supercont1.226,0,1779605,1779605,259875836,436748356
chr2,55.421,no,supercont1.242,supercont1.242,0,1687076,1687076,261562912,438435432
chr2,55.421,no,supercont1.246,supercont1.246,0,1607634,1607634,263170546,440043066
chr2,55.421,no,supercont1.248,supercont1.248,0,1685694,1685694,264856240,441728760
chr2,55.421,no,supercont1.262,supercont1.262,0,1636816,1636816,266493056,443365576
chr2,55.421,no,supercont1.309,supercont1.309,0,1345217,1345217,267838273,444710793
chr2,55.421,no,supercont1.317,supercont1.317,0,1421195,1421195,269259468,446131988
chr2,55.421,no,supercont1.342,supercont1.342,0,1344886,1344886,270604354,447476874
chr2,55.421,no,supercont1.372,supercont1.372,0,1227132,1227132,271831486,448704006
chr2,55.421,no,supercont1.468,supercont1.468,0,938223,938223,272769709,449642229
chr2,55.421,no,supercont1.503,supercont1.503,0,963440,963440,273733149,450605669
chr2,55.421,no,supercont1.507,supercont1.507,0,845243,845243,274578392,451450912
chr2,55.421,yes,supercont1.550,supercont1.550a,0,96978,96978,274675370,451547890
chr2,55.421,no,supercont1.668,supercont1.668,0,614529,614529,275289899,452162419
chr2,55.421,no,supercont1.705,supercont1.705,0,585181,585181,275875080,452747600
chr2,55.421,no,supercont1.775,supercont1.775,0,545229,545229,276420309,453292829
chr2,55.421,no,supercont1.778,supercont1.778,0,532037,532037,276952346,453824866
chr2,55.421,no,supercont1.785,supercont1.785,0,500896,500896,277453242,454325762
chr2,55.421,no,supercont1.811,supercont1.811,0,470301,470301,277923543,454796063
chr2,55.421,no,supercont1.92,supercont1.92,0,2802290,2802290,280725833,457598353
chr2,55.421,no,supercont1.963,supercont1.963,0,460217,460217,281186050,458058570
chr2,55.421,no,supercont1.995,supercont1.995,0,302732,302732,281488782,458361302
chr2,58.962,yes,supercont1.291,supercont1.291b,768482,1518496,750014,282238796,459111316
chr2,58.962,no,supercont1.334,supercont1.334,0,1263900,1263900,283502696,460375216
chr2,58.962,no,supercont1.466,supercont1.466,0,931078,931078,284433774,461306294
chr2,58.962,yes,supercont1.48,supercont1.48a,0,400183,400183,284833957,461706477
chr2,58.962,no,supercont1.505,supercont1.505,0,917149,917149,285751106,462623626
chr2,58.962,no,supercont1.578,supercont1.578,0,733981,733981,286485087,463357607
chr2,58.962,no,supercont1.711,supercont1.711,0,639267,639267,287124354,463996874
chr2,58.962,no,supercont1.756,supercont1.756,0,522933,522933,287647287,464519807
chr2,58.962,yes,supercont1.82,supercont1.82a,0,552462,552462,288199749,465072269
chr2,58.962,no,supercont1.897,supercont1.897,0,381812,381812,288581561,465454081
chr2,58.962,no,supercont1.898,supercont1.898,0,386945,386945,288968506,465841026
chr2,62.4165,yes,supercont1.6,supercont1.6b,2662741,3332815,670074,289638580,466511100
chr2,65.871,yes,supercont1.114,supercont1.114a,0,1891556,1891556,291530136,468402656
chr2,65.871,no,supercont1.1203,supercont1.1203,0,172842,172842,291702978,468575498
chr2,65.871,yes,supercont1.143,supercont1.143b,2088351,2167940,79589,291782567,468655087
chr2,65.871,no,supercont1.168,supercont1.168,0,1992380,1992380,293774947,470647467
chr2,65.871,yes,supercont1.269,supercont1.269b,1246181,1593547,347366,294122313,470994833
chr2,65.871,yes,supercont1.27,supercont1.27a,0,2369776,2369776,296492089,473364609
chr2,65.871,yes,supercont1.31,supercont1.31b,2468185,3687466,1219281,297711370,474583890
chr2,65.871,no,supercont1.329,supercont1.329,0,1327481,1327481,299038851,475911371
chr2,65.871,no,supercont1.426,supercont1.426,0,1138293,1138293,300177144,477049664
chr2,65.871,no,supercont1.43,supercont1.43,0,3274742,3274742,303451886,480324406
chr2,65.871,yes,supercont1.45,supercont1.45b,128188,3214345,3086157,306538043,483410563
chr2,65.871,no,supercont1.457,supercont1.457,0,950089,950089,307488132,484360652
chr2,65.871,no,supercont1.626,supercont1.626,0,657578,657578,308145710,485018230
chr2,65.871,no,supercont1.801,supercont1.801,0,484074,484074,308629784,485502304
chr2,70.322,no,supercont1.1057,supercont1.1057,0,255498,255498,308885282,485757802
chr2,70.322,no,supercont1.230,supercont1.230,0,1726262,1726262,310611544,487484064
chr2,70.322,no,supercont1.609,supercont1.609,0,726457,726457,311338001,488210521
chr2,70.322,yes,supercont1.84,supercont1.84a,0,2296943,2296943,313634944,490507464
chr2,73.499,no,supercont1.1196,supercont1.1196,0,172864,172864,313807808,490680328
chr2,73.499,yes,supercont1.12,supercont1.12b,4310322,4526317,215995,314023803,490896323
chr2,73.499,yes,supercont1.204,supercont1.204a,0,1583629,1583629,315607432,492479952
chr2,73.499,no,supercont1.239,supercont1.239,0,1627255,1627255,317234687,494107207
chr2,73.499,no,supercont1.244,supercont1.244,0,1610334,1610334,318845021,495717541
chr2,73.499,no,supercont1.25,supercont1.25,0,3904351,3904351,322749372,499621892
chr2,73.499,no,supercont1.292,supercont1.292,0,1406973,1406973,324156345,501028865
chr2,73.499,no,supercont1.360,supercont1.360,0,1233783,1233783,325390128,502262648
chr2,73.499,no,supercont1.371,supercont1.371,0,1152622,1152622,326542750,503415270
chr2,73.499,no,supercont1.448,supercont1.448,0,1015361,1015361,327558111,504430631
chr2,73.499,no,supercont1.47,supercont1.47,0,3187850,3187850,330745961,507618481
chr2,73.499,no,supercont1.496,supercont1.496,0,862150,862150,331608111,508480631
chr2,73.499,no,supercont1.63,supercont1.63,0,2994130,2994130,334602241,511474761
chr2,73.499,yes,supercont1.649,supercont1.649b,209702,691746,482044,335084285,511956805
chr2,78.1065,no,supercont1.173,supercont1.173,0,1959865,1959865,337044150,513916670
chr2,79.537,yes,supercont1.172,supercont1.172b,1354171,2090550,736379,337780529,514653049
chr2,79.537,no,supercont1.938,supercont1.938,0,443532,443532,338224061,515096581
chr2,83.827,no,supercont1.40,supercont1.40,0,3402887,3402887,341626948,518499468
chr2,85.257,no,supercont1.121,supercont1.121,0,2378472,2378472,344005420,520877940
chr2,85.257,no,supercont1.139,supercont1.139,0,2181600,2181600,346187020,523059540
chr2,85.257,yes,supercont1.29,supercont1.29c,1946299,3855786,1909487,348096507,524969027
chr2,85.257,no,supercont1.337,supercont1.337,0,1377315,1377315,349473822,526346342
chr2,85.257,no,supercont1.486,supercont1.486,0,903415,903415,350377237,527249757
chr2,85.257,no,supercont1.628,supercont1.628,0,655292,655292,351032529,527905049
chr2,85.257,no,supercont1.842,supercont1.842,0,429919,429919,351462448,528334968
chr2,88.1265,no,supercont1.14,supercont1.14,0,4341222,4341222,355803670,532676190
chr2,90.996,no,supercont1.1372,supercont1.1372,0,105334,105334,355909004,532781524
chr2,90.996,no,supercont1.209,supercont1.209,0,1779872,1779872,357688876,534561396
chr2,90.996,no,supercont1.213,supercont1.213,0,1750228,1750228,359439104,536311624
chr2,90.996,no,supercont1.286,supercont1.286,0,1444863,1444863,360883967,537756487
chr2,90.996,no,supercont1.64,supercont1.64,0,2929083,2929083,363813050,540685570
chr3,0,no,supercont1.165,supercont1.165,0,1992430,1992430,1992430,542678000
chr3,0,no,supercont1.266,supercont1.266,0,1514738,1514738,3507168,544192738
chr3,0,no,supercont1.396,supercont1.396,0,1219807,1219807,4726975,545412545
chr3,0,no,supercont1.417,supercont1.417,0,1056600,1056600,5783575,546469145
chr3,0,no,supercont1.432,supercont1.432,0,985012,985012,6768587,547454157
chr3,0,no,supercont1.725,supercont1.725,0,584737,584737,7353324,548038894
chr3,5.829,yes,supercont1.186,supercont1.186b,1523212,1957664,434452,7787776,548473346
chr3,5.829,no,supercont1.351,supercont1.351,0,1223003,1223003,9010779,549696349
chr3,5.829,no,supercont1.910,supercont1.910,0,360521,360521,9371300,550056870
chr3,5.829,no,supercont1.961,supercont1.961,0,321943,321943,9693243,550378813
chr3,7.326,no,supercont1.101,supercont1.101,0,2937510,2937510,12630753,553316323
chr3,8.823,no,supercont1.1113,supercont1.1113,0,227180,227180,12857933,553543503
chr3,8.823,yes,supercont1.196,supercont1.196a,0,1078641,1078641,13936574,554622144
chr3,8.823,no,supercont1.320,supercont1.320,0,1307916,1307916,15244490,555930060
chr3,8.823,no,supercont1.413,supercont1.413,0,1040022,1040022,16284512,556970082
chr3,8.823,no,supercont1.460,supercont1.460,0,1104480,1104480,17388992,558074562
chr3,8.823,no,supercont1.542,supercont1.542,0,789223,789223,18178215,558863785
chr3,8.823,yes,supercont1.74,supercont1.74a,0,1531251,1531251,19709466,560395036
chr3,8.823,no,supercont1.754,supercont1.754,0,517981,517981,20227447,560913017
chr3,11.818,no,supercont1.1094,supercont1.1094,0,245409,245409,20472856,561158426
chr3,11.818,no,supercont1.365,supercont1.365,0,1161285,1161285,21634141,562319711
chr3,11.818,no,supercont1.729,supercont1.729,0,547274,547274,22181415,562866985
chr3,11.818,no,supercont1.831,supercont1.831,0,436739,436739,22618154,563303724
chr3,14.678,no,supercont1.211,supercont1.211,0,1879041,1879041,24497195,565182765
chr3,14.678,yes,supercont1.364,supercont1.364b,883949,1162622,278673,24775868,565461438
chr3,14.678,no,supercont1.638,supercont1.638,0,697426,697426,25473294,566158864
chr3,14.678,yes,supercont1.687,supercont1.687a,0,368821,368821,25842115,566527685
chr3,17.538,no,supercont1.30,supercont1.30,0,3879053,3879053,29721168,570406738
chr3,17.538,no,supercont1.528,supercont1.528,0,825711,825711,30546879,571232449
chr3,20.398,yes,supercont1.114,supercont1.114b,2081435,2490165,408730,30955609,571641179
chr3,20.398,no,supercont1.1224,supercont1.1224,0,252921,252921,31208530,571894100
chr3,20.398,no,supercont1.21,supercont1.21,0,4040890,4040890,35249420,575934990
chr3,20.398,no,supercont1.510,supercont1.510,0,871965,871965,36121385,576806955
chr3,20.398,yes,supercont1.550,supercont1.550b,719018,982118,263100,36384485,577070055
chr3,20.398,no,supercont1.671,supercont1.671,0,634834,634834,37019319,577704889
chr3,20.398,no,supercont1.971,supercont1.971,0,313087,313087,37332406,578017976
chr3,23.259,no,supercont1.526,supercont1.526,0,809769,809769,38142175,578827745
chr3,26.119,no,supercont1.159,supercont1.159,0,2117153,2117153,40259328,580944898
chr3,26.119,yes,supercont1.290,supercont1.290b,1072550,1591575,519025,40778353,581463923
chr3,28.979,no,supercont1.141,supercont1.141,0,2185411,2185411,42963764,583649334
chr3,28.979,no,supercont1.191,supercont1.191,0,1926971,1926971,44890735,585576305
chr3,28.979,yes,supercont1.26,supercont1.26b,3620918,3818823,197905,45088640,585774210
chr3,28.979,no,supercont1.477,supercont1.477,0,943092,943092,46031732,586717302
chr3,28.979,no,supercont1.549,supercont1.549,0,774577,774577,46806309,587491879
chr3,28.979,no,supercont1.744,supercont1.744,0,530424,530424,47336733,588022303
chr3,28.979,no,supercont1.85,supercont1.85,0,2749456,2749456,50086189,590771759
chr3,28.979,no,supercont1.94,supercont1.94,0,2735815,2735815,52822004,593507574
chr3,31.105,no,supercont1.297,supercont1.297,0,1400883,1400883,54222887,594908457
chr3,33.231,yes,supercont1.1,supercont1.1b,3964642,5856339,1891697,56114584,596800154
chr3,33.231,no,supercont1.102,supercont1.102,0,2665163,2665163,58779747,599465317
chr3,33.231,no,supercont1.1044,supercont1.1044,0,264097,264097,59043844,599729414
chr3,33.231,yes,supercont1.108,supercont1.108b,2004760,2638595,633835,59677679,600363249
chr3,33.231,no,supercont1.120,supercont1.120,0,2427180,2427180,62104859,602790429
chr3,33.231,no,supercont1.126,supercont1.126,0,2342770,2342770,64447629,605133199
chr3,33.231,yes,supercont1.130,supercont1.130a,0,170557,170557,64618186,605303756
chr3,33.231,yes,supercont1.16,supercont1.16a,0,3756077,3756077,68374263,609059833
chr3,33.231,no,supercont1.164,supercont1.164,0,2039552,2039552,70413815,611099385
chr3,33.231,yes,supercont1.174,supercont1.174a,0,821763,821763,71235578,611921148
chr3,33.231,no,supercont1.179,supercont1.179,0,1915443,1915443,73151021,613836591
chr3,33.231,no,supercont1.180,supercont1.180,0,1977729,1977729,75128750,615814320
chr3,33.231,no,supercont1.182,supercont1.182,0,1961869,1961869,77090619,617776189
chr3,33.231,no,supercont1.184,supercont1.184,0,2028366,2028366,79118985,619804555
chr3,33.231,no,supercont1.193,supercont1.193,0,1877301,1877301,80996286,621681856
chr3,33.231,no,supercont1.214,supercont1.214,0,1899087,1899087,82895373,623580943
chr3,33.231,yes,supercont1.215,supercont1.215a,0,752677,752677,83648050,624333620
chr3,33.231,no,supercont1.227,supercont1.227,0,1699844,1699844,85347894,626033464
chr3,33.231,no,supercont1.240,supercont1.240,0,1807018,1807018,87154912,627840482
chr3,33.231,no,supercont1.247,supercont1.247,0,1597882,1597882,88752794,629438364
chr3,33.231,no,supercont1.250,supercont1.250,0,1628417,1628417,90381211,631066781
chr3,33.231,no,supercont1.261,supercont1.261,0,1569243,1569243,91950454,632636024
chr3,33.231,yes,supercont1.269,supercont1.269a,0,696917,696917,92647371,633332941
chr3,33.231,no,supercont1.280,supercont1.280,0,1501196,1501196,94148567,634834137
chr3,33.231,no,supercont1.283,supercont1.283,0,1550372,1550372,95698939,636384509
chr3,33.231,yes,supercont1.3,supercont1.3b,1419234,5167134,3747900,99446839,640132409
chr3,33.231,no,supercont1.302,supercont1.302,0,1420414,1420414,100867253,641552823
chr3,33.231,yes,supercont1.310,supercont1.310a,0,881193,881193,101748446,642434016
chr3,33.231,no,supercont1.333,supercont1.333,0,1304621,1304621,103053067,643738637
chr3,33.231,no,supercont1.339,supercont1.339,0,1286864,1286864,104339931,645025501
chr3,33.231,no,supercont1.343,supercont1.343,0,1241552,1241552,105581483,646267053
chr3,33.231,no,supercont1.349,supercont1.349,0,1234927,1234927,106816410,647501980
chr3,33.231,no,supercont1.35,supercont1.35,0,3598302,3598302,110414712,651100282
chr3,33.231,no,supercont1.369,supercont1.369,0,1324076,1324076,111738788,652424358
chr3,33.231,no,supercont1.375,supercont1.375,0,1160861,1160861,112899649,653585219
chr3,33.231,no,supercont1.386,supercont1.386,0,1156810,1156810,114056459,654742029
chr3,33.231,no,supercont1.400,supercont1.400,0,1100357,1100357,115156816,655842386
chr3,33.231,no,supercont1.406,supercont1.406,0,1069183,1069183,116225999,656911569
chr3,33.231,no,supercont1.416,supercont1.416,0,1136869,1136869,117362868,658048438
chr3,33.231,no,supercont1.420,supercont1.420,0,1095436,1095436,118458304,659143874
chr3,33.231,no,supercont1.430,supercont1.430,0,1048842,1048842,119507146,660192716
chr3,33.231,no,supercont1.436,supercont1.436,0,1005155,1005155,120512301,661197871
chr3,33.231,yes,supercont1.46,supercont1.46a,0,1611396,1611396,122123697,662809267
chr3,33.231,no,supercont1.463,supercont1.463,0,992532,992532,123116229,663801799
chr3,33.231,yes,supercont1.492,supercont1.492b,685035,912600,227565,123343794,664029364
chr3,33.231,no,supercont1.494,supercont1.494,0,892503,892503,124236297,664921867
chr3,33.231,no,supercont1.5,supercont1.5,0,5058281,5058281,129294578,669980148
chr3,33.231,no,supercont1.502,supercont1.502,0,863552,863552,130158130,670843700
chr3,33.231,no,supercont1.524,supercont1.524,0,814102,814102,130972232,671657802
chr3,33.231,no,supercont1.531,supercont1.531,0,915863,915863,131888095,672573665
chr3,33.231,no,supercont1.545,supercont1.545,0,794555,794555,132682650,673368220
chr3,33.231,no,supercont1.558,supercont1.558,0,768001,768001,133450651,674136221
chr3,33.231,no,supercont1.565,supercont1.565,0,753009,753009,134203660,674889230
chr3,33.231,no,supercont1.57,supercont1.57,0,3098917,3098917,137302577,677988147
chr3,33.231,no,supercont1.575,supercont1.575,0,742271,742271,138044848,678730418
chr3,33.231,yes,supercont1.58,supercont1.58b,2860936,3090966,230030,138274878,678960448
chr3,33.231,no,supercont1.583,supercont1.583,0,719031,719031,138993909,679679479
chr3,33.231,no,supercont1.591,supercont1.591,0,719298,719298,139713207,680398777
chr3,33.231,no,supercont1.593,supercont1.593,0,719939,719939,140433146,681118716
chr3,33.231,yes,supercont1.6,supercont1.6c,3597458,3697402,99944,140533090,681218660
chr3,33.231,no,supercont1.61,supercont1.61,0,3227361,3227361,143760451,684446021
chr3,33.231,no,supercont1.618,supercont1.618,0,733694,733694,144494145,685179715
chr3,33.231,no,supercont1.636,supercont1.636,0,653825,653825,145147970,685833540
chr3,33.231,yes,supercont1.649,supercont1.649a,0,161476,161476,145309446,685995016
chr3,33.231,yes,supercont1.67,supercont1.67b,2863566,3004230,140664,145450110,686135680
chr3,33.231,yes,supercont1.687,supercont1.687b,493434,590958,97524,145547634,686233204
chr3,33.231,no,supercont1.695,supercont1.695,0,604116,604116,146151750,686837320
chr3,33.231,yes,supercont1.7,supercont1.7b,3918923,4891900,972977,147124727,687810297
chr3,33.231,no,supercont1.703,supercont1.703,0,571305,571305,147696032,688381602
chr3,33.231,no,supercont1.760,supercont1.760,0,509100,509100,148205132,688890702
chr3,33.231,no,supercont1.773,supercont1.773,0,493162,493162,148698294,689383864
chr3,33.231,yes,supercont1.8,supercont1.8a,0,3623424,3623424,152321718,693007288
chr3,33.231,no,supercont1.87,supercont1.87,0,2722388,2722388,155044106,695729676
chr3,33.231,no,supercont1.886,supercont1.886,0,459642,459642,155503748,696189318
chr3,33.231,no,supercont1.9,supercont1.9,0,4759463,4759463,160263211,700948781
chr3,33.231,no,supercont1.945,supercont1.945,0,331117,331117,160594328,701279898
chr3,33.231,yes,supercont1.96,supercont1.96b,2562617,2767225,204608,160798936,701484506
chr3,33.231,no,supercont1.984,supercont1.984,0,359080,359080,161158016,701843586
chr3,35.5755,no,supercont1.79,supercont1.79,0,2825688,2825688,163983704,704669274
chr3,37.0055,no,supercont1.65,supercont1.65,0,2980391,2980391,166964095,707649665
chr3,37.92,no,supercont1.118,supercont1.118,0,2484251,2484251,169448346,710133916
chr3,37.92,no,supercont1.859,supercont1.859,0,421892,421892,169870238,710555808
chr3,39.35,no,supercont1.131,supercont1.131,0,2264367,2264367,172134605,712820175
chr3,40.78,no,supercont1.1099,supercont1.1099,0,235496,235496,172370101,713055671
chr3,40.78,no,supercont1.1182,supercont1.1182,0,187072,187072,172557173,713242743
chr3,40.78,no,supercont1.178,supercont1.178,0,1941639,1941639,174498812,715184382
chr3,40.78,no,supercont1.2031,supercont1.2031,0,15962,15962,174514774,715200344
chr3,40.78,no,supercont1.345,supercont1.345,0,1340923,1340923,175855697,716541267
chr3,40.78,yes,supercont1.394,supercont1.394b,1022219,1145074,122855,175978552,716664122
chr3,40.78,no,supercont1.424,supercont1.424,0,1017954,1017954,176996506,717682076
chr3,40.78,no,supercont1.445,supercont1.445,0,1032258,1032258,178028764,718714334
chr3,40.78,yes,supercont1.465,supercont1.465b,574401,937609,363208,178391972,719077542
chr3,40.78,no,supercont1.522,supercont1.522,0,925813,925813,179317785,720003355
chr3,40.78,no,supercont1.532,supercont1.532,0,822202,822202,180139987,720825557
chr3,40.78,yes,supercont1.567,supercont1.567b,164623,493999,329376,180469363,721154933
chr3,40.78,no,supercont1.680,supercont1.680,0,652264,652264,181121627,721807197
chr3,40.78,no,supercont1.721,supercont1.721,0,605514,605514,181727141,722412711
chr3,40.78,no,supercont1.753,supercont1.753,0,548684,548684,182275825,722961395
chr3,40.78,no,supercont1.761,supercont1.761,0,528116,528116,182803941,723489511
chr3,40.78,yes,supercont1.78,supercont1.78a,0,1255038,1255038,184058979,724744549
chr3,40.78,no,supercont1.950,supercont1.950,0,333443,333443,184392422,725077992
chr3,43.641,no,supercont1.1037,supercont1.1037,0,362959,362959,184755381,725440951
chr3,43.641,no,supercont1.144,supercont1.144,0,2222656,2222656,186978037,727663607
chr3,43.641,no,supercont1.1629,supercont1.1629,0,39995,39995,187018032,727703602
chr3,43.641,yes,supercont1.290,supercont1.290a,0,228921,228921,187246953,727932523
chr3,43.641,no,supercont1.490,supercont1.490,0,918938,918938,188165891,728851461
chr3,43.641,no,supercont1.506,supercont1.506,0,866177,866177,189032068,729717638
chr3,43.641,no,supercont1.538,supercont1.538,0,830690,830690,189862758,730548328
chr3,43.641,no,supercont1.607,supercont1.607,0,695224,695224,190557982,731243552
chr3,43.641,no,supercont1.969,supercont1.969,0,343486,343486,190901468,731587038
chr3,46.501,no,supercont1.737,supercont1.737,0,553209,553209,191454677,732140247
chr3,46.501,no,supercont1.862,supercont1.862,0,448175,448175,191902852,732588422
chr3,49.361,no,supercont1.798,supercont1.798,0,488899,488899,192391751,733077321
chr3,55.101,yes,supercont1.186,supercont1.186a,0,1332013,1332013,193723764,734409334
chr3,55.101,no,supercont1.478,supercont1.478,0,959246,959246,194683010,735368580
chr3,57.985,no,supercont1.138,supercont1.138,0,2183446,2183446,196866456,737552026
chr3,57.985,no,supercont1.18,supercont1.18,0,4266046,4266046,201132502,741818072
chr3,57.985,yes,supercont1.29,supercont1.29b,1461375,1646350,184975,201317477,742003047
chr3,57.985,no,supercont1.347,supercont1.347,0,1223996,1223996,202541473,743227043
chr3,57.985,no,supercont1.579,supercont1.579,0,736929,736929,203278402,743963972
chr3,60.87,no,supercont1.115,supercont1.115,0,2479458,2479458,205757860,746443430
chr3,60.87,no,supercont1.1188,supercont1.1188,0,186940,186940,205944800,746630370
chr3,60.87,yes,supercont1.143,supercont1.143a,0,1030018,1030018,206974818,747660388
chr3,60.87,no,supercont1.17,supercont1.17,0,4314454,4314454,211289272,751974842
chr3,60.87,no,supercont1.221,supercont1.221,0,1752526,1752526,213041798,753727368
chr3,60.87,no,supercont1.224,supercont1.224,0,1736477,1736477,214778275,755463845
chr3,60.87,yes,supercont1.228,supercont1.228b,931475,1779970,848495,215626770,756312340
chr3,60.87,no,supercont1.298,supercont1.298,0,1445550,1445550,217072320,757757890
chr3,60.87,no,supercont1.359,supercont1.359,0,1189423,1189423,218261743,758947313
chr3,60.87,yes,supercont1.401,supercont1.401a,0,601777,601777,218863520,759549090
chr3,60.87,no,supercont1.473,supercont1.473,0,927136,927136,219790656,760476226
chr3,60.87,no,supercont1.519,supercont1.519,0,846843,846843,220637499,761323069
chr3,60.87,no,supercont1.552,supercont1.552,0,783187,783187,221420686,762106256
chr3,60.87,no,supercont1.598,supercont1.598,0,695964,695964,222116650,762802220
chr3,60.87,no,supercont1.731,supercont1.731,0,545064,545064,222661714,763347284
chr3,60.87,no,supercont1.795,supercont1.795,0,475662,475662,223137376,763822946
chr3,60.87,no,supercont1.83,supercont1.83,0,2974912,2974912,226112288,766797858
chr3,60.87,no,supercont1.98,supercont1.98,0,2816416,2816416,228928704,769614274
chr3,63.73,no,supercont1.53,supercont1.53,0,3153367,3153367,232082071,772767641
chr3,63.73,yes,supercont1.6,supercont1.6d,4685267,5075626,390359,232472430,773158000
chr3,65.1605,yes,supercont1.19,supercont1.19b,1197549,4221289,3023740,235496170,776181740
chr3,66.591,no,supercont1.287,supercont1.287,0,1460099,1460099,236956269,777641839
chr3,66.591,yes,supercont1.394,supercont1.394a,0,849322,849322,237805591,778491161
chr3,68.0215,no,supercont1.158,supercont1.158,0,2048688,2048688,239854279,780539849
chr3,69.452,no,supercont1.10,supercont1.10,0,4486241,4486241,244340520,785026090
chr3,69.452,no,supercont1.13,supercont1.13,0,4376253,4376253,248716773,789402343
chr3,69.452,yes,supercont1.245,supercont1.245a,0,1178667,1178667,249895440,790581010
chr3,69.452,no,supercont1.683,supercont1.683,0,594644,594644,250490084,791175654
chr3,79.713,yes,supercont1.7,supercont1.7a,0,2920777,2920777,253410861,794096431
chr3,83.889,no,supercont1.107,supercont1.107,0,2543601,2543601,255954462,796640032
chr3,86.75,no,supercont1.163,supercont1.163,0,2030282,2030282,257984744,798670314
chr3,86.75,no,supercont1.23,supercont1.23,0,3969038,3969038,261953782,802639352
chr3,86.75,no,supercont1.273,supercont1.273,0,1503418,1503418,263457200,804142770
chr3,88.4215,no,supercont1.253,supercont1.253,0,1632056,1632056,265089256,805774826
